mode,logistics_partner,vehicle_type,fuel_type,distance_in_km_per_route,vehicle_capacity_in_kg,load_capacity_in_kg,average_speed_in_km_per_hr,traffic_condition,no_of_stop,vehicle_age_in_years,engine_norm_type,adjusted_fuel_efficiency_in_km_litre,adjusted_energy_kwh_per_km,total_energy_kwh,fuel_consumption_in_litre,load_factor,c02_emission_kg,load_utilization,fuel_per_km,co2_per_km,co2_per_litre,speed_per_stop,high_emitter,efficiency_score,low_efficiency,co2_tier
Road,Bluedart,light_truck,diesel,166,1800.0,1494.0,36.4,Moderate,9,7,BS-III,7.447,0.0399,5.1199,22.392,0.83,53.741,0.83,0.13489156626506024,0.32374096385542167,2.4000089317613433,4.044444444444444,False,10.502251217364451,False,Medium
Road,Bluedart,light_truck,diesel,99,2200.0,440.0,29.14,Moderate,8,5,BS-III,6.649,0.0399,5.1199,15.014,0.2,36.034,0.2,0.15165656565656566,0.36397979797979796,2.4000266418009857,3.6425,False,9.341250972367696,False,High
Road,Bluedart,light_truck,diesel,116,1800.0,1530.0,31.74,Moderate,20,6,BS-VI,8.259,0.0399,5.1199,14.131,0.85,29.675,0.85,0.12181896551724138,0.25581896551724137,2.0999929233599888,1.587,False,12.117916734953956,False,Medium
Road,Bluedart,light_truck,diesel,163,2200.0,440.0,26.15,Moderate,8,2,BS-III,8.334,0.0399,5.1199,19.656,0.2,47.174,0.2,0.12058895705521472,0.28941104294478526,2.39997964997965,3.26875,False,11.7479264625998,False,Medium
Road,Bluedart,light_truck,diesel,107,2000.0,400.0,32.18,Moderate,20,8,BS-III,8.872,0.0399,5.1199,12.106,0.2,29.054,0.2,0.11314018691588786,0.2715327102803738,2.399966958532959,1.609,False,12.521389982894837,False,Medium
Road,Bluedart,light_truck,diesel,132,1500.0,615.0,37.48,Moderate,15,1,BS-VI,10.071,0.0399,5.1199,13.127,0.41,27.567,0.41,0.0994469696969697,0.2088409090909091,2.1000228536603944,2.4986666666666664,False,14.843944451089058,False,Medium
Road,Bluedart,light_truck,diesel,94,2200.0,1650.0,25.33,Heavy,11,7,BS-III,7.016,0.0399,5.1199,13.422,0.75,32.213,0.75,0.1427872340425532,0.34269148936170213,2.4000149009089555,2.3027272727272727,False,9.921503762004216,False,High
Road,Bluedart,light_truck,diesel,155,2000.0,1160.0,25.59,Moderate,12,4,BS-III,9.015,0.0399,5.1199,17.195,0.58,41.268,0.58,0.11093548387096774,0.2662451612903226,2.4,2.1325,False,12.770185131336628,False,Medium
Road,Bluedart,light_truck,diesel,178,1800.0,1404.0,34.59,Moderate,17,7,BS-VI,7.304,0.0399,5.1199,24.485,0.78,51.419,0.78,0.1375561797752809,0.28887078651685394,2.1000204206657136,2.0347058823529416,False,10.731512376329704,False,Medium
Road,Bluedart,light_truck,diesel,63,1800.0,990.0,33.18,Low,11,4,BS-VI,9.545,0.0399,5.1199,6.695,0.55,14.06,0.55,0.10626984126984128,0.2231746031746032,2.1000746825989545,3.016363636363636,False,13.890804054319638,False,Medium
Road,Bluedart,light_truck,diesel,107,2200.0,1606.0,36.5,Moderate,7,5,BS-VI,6.454,0.0399,5.1199,16.618,0.73,34.898,0.73,0.15530841121495326,0.3261495327102804,2.100012035142617,5.214285714285714,False,9.504879585083959,False,Medium
Road,Bluedart,light_truck,diesel,96,2000.0,400.0,27.07,Moderate,10,1,BS-VI,7.7,0.0399,5.1199,12.561,0.2,26.378,0.2,0.13084375,0.27477083333333335,2.09999203885041,2.707,False,11.28210007315336,False,Medium
Road,Bluedart,light_truck,diesel,128,1500.0,300.0,26.23,Moderate,12,1,BS-III,6.679,0.0399,5.1199,19.172,0.2,46.013,0.2,0.14978125,0.3594765625,2.4000104318798248,2.1858333333333335,False,9.45822561625231,False,High
Road,Bluedart,light_truck,diesel,106,2000.0,400.0,30.36,Moderate,8,3,BS-III,8.453,0.0399,5.1199,12.542,0.2,30.101,0.2,0.11832075471698113,0.28397169811320755,2.400015946420029,3.795,False,11.973080306983922,False,Medium
Road,Bluedart,light_truck,diesel,154,2200.0,440.0,36.01,Moderate,14,4,BS-III,1.2,0.0399,5.1199,21.16,0.2,50.784,0.2,0.13740259740259742,0.32976623376623376,2.4,2.572142857142857,False,10.310333963453056,False,Medium
Road,Bluedart,light_truck,diesel,80,2000.0,1520.0,28.49,Heavy,12,4,BS-VI,8.9,0.0399,5.1199,10.585,0.76,22.229,0.76,0.1323125,0.2778625,2.1000472366556444,2.3741666666666665,False,11.156767237952746,False,Medium
Road,Bluedart,light_truck,diesel,174,2000.0,860.0,34.12,Moderate,13,5,BS-IV,3.4,0.0399,5.1199,20.665,0.43,47.529,0.43,0.11876436781609195,0.2731551724137931,2.299975804500363,2.6246153846153844,False,12.080956678723792,False,Medium
Road,Bluedart,light_truck,diesel,62,1500.0,870.0,36.87,Moderate,16,5,BS-VI,1.23,0.0399,5.1199,7.502,0.58,15.754,0.58,0.121,0.25409677419354837,2.0999733404425487,2.304375,False,12.199971252217725,False,Medium
Road,Bluedart,light_truck,diesel,77,2200.0,440.0,31.86,Moderate,14,2,BS-III,5.78,0.0399,5.1199,11.348,0.2,27.235,0.2,0.14737662337662338,0.3537012987012987,2.3999823757490306,2.275714285714286,False,9.61258097788417,False,High
Road,Bluedart,light_truck,diesel,94,2000.0,400.0,33.46,Low,14,4,BS-VI,7.174,0.0399,5.1199,13.219,0.2,27.76,0.2,0.14062765957446807,0.29531914893617023,2.1000075648687497,2.39,False,10.497143771529627,False,Medium
Road,Bluedart,light_truck,diesel,122,1500.0,735.0,37.56,Low,13,3,BS-III,7.175,0.0399,5.1199,17.133,0.49,41.119,0.49,0.1404344262295082,0.3370409836065574,2.399988326621141,2.8892307692307693,False,10.087759328966637,False,Medium
Road,Bluedart,light_truck,diesel,105,1800.0,1548.0,36.46,Moderate,10,3,BS-IV,6.428,0.0399,5.1199,16.43,0.86,37.789,0.86,0.15647619047619046,0.3598952380952381,2.3000000000000003,3.646,False,9.169334991664241,False,High
Road,Bluedart,light_truck,diesel,132,2000.0,400.0,26.87,Moderate,15,6,BS-IV,6.829,0.0399,5.1199,19.353,0.2,44.512,0.2,0.14661363636363636,0.33721212121212124,2.3000051671575465,1.7913333333333334,False,9.786140413030108,False,Medium
Road,Bluedart,light_truck,diesel,67,2200.0,440.0,31.1,Moderate,20,5,BS-IV,7.698,0.0399,5.1199,8.818,0.2,20.281,0.2,0.13161194029850745,0.30270149253731343,2.2999546382399636,1.5550000000000002,False,10.901679441944559,False,Medium
Road,Bluedart,light_truck,diesel,123,1500.0,1275.0,28.68,Moderate,17,5,BS-VI,6.191,0.0399,5.1199,19.937,0.85,41.868,0.85,0.16208943089430894,0.34039024390243905,2.100015047399308,1.6870588235294117,False,9.107238244724249,False,Medium
Road,Bluedart,light_truck,diesel,84,1500.0,1245.0,35.43,Moderate,19,4,BS-VI,6.73,0.0399,5.1199,12.596,0.83,26.452,0.83,0.14995238095238095,0.3149047619047619,2.1000317561130517,1.8647368421052632,False,9.844347025309858,False,Medium
Road,Bluedart,light_truck,diesel,177,1800.0,1386.0,33.86,Moderate,8,7,BS-IV,7.954,0.0399,5.1199,22.349,0.77,51.403,0.77,0.12626553672316385,0.29041242937853107,2.3000134234193923,4.2325,False,11.363196232617405,False,Medium
Road,Bluedart,light_truck,diesel,131,2200.0,440.0,25.49,Moderate,10,3,BS-IV,7.998,0.0399,5.1199,16.468,0.2,37.876,0.2,0.12570992366412215,0.2891297709923664,2.2999757104687877,2.549,False,11.413476028920984,False,Medium
Road,Bluedart,light_truck,diesel,140,1500.0,300.0,30.58,Moderate,11,4,BS-III,8.45,0.0399,5.1199,16.672,0.2,40.013,0.2,0.1190857142857143,0.28580714285714287,2.4000119961612283,2.78,False,11.896175729452228,False,Medium
Road,Bluedart,light_truck,diesel,112,1500.0,300.0,26.15,Moderate,20,6,BS-IV,6.249,0.0399,5.1199,17.992,0.2,41.382,0.2,0.16064285714285714,0.3694821428571428,2.300022232103157,1.3074999999999999,False,8.931479628716678,False,High
Road,Dtdc,light_truck,diesel,143,2200.0,1738.0,30.07,Moderate,11,1,BS-III,6.73,0.0399,5.1199,21.291,0.79,51.098,0.79,0.14888811188811188,0.3573286713286713,2.399981212718989,2.733636363636364,False,9.514996935669018,False,High
Road,Dtdc,light_truck,diesel,61,2000.0,1200.0,36.27,Moderate,19,6,BS-IV,6.211,0.0399,5.1199,9.979,0.6,22.952,0.6,0.1635901639344262,0.37626229508196724,2.3000300631325787,1.9089473684210527,False,8.770557417701607,False,High
Road,Dtdc,light_truck,diesel,154,1500.0,795.0,37.49,Low,11,1,BS-III,8.962,0.0399,5.1199,17.217,0.53,41.321,0.53,0.11179870129870129,0.2683181818181818,2.4000116164256258,3.408181818181818,False,12.671566247901708,False,Medium
Road,Dtdc,light_truck,diesel,155,2000.0,400.0,37.26,Heavy,20,2,BS-VI,7.264,0.0399,5.1199,21.419,0.2,44.98,0.2,0.13818709677419355,0.29019354838709677,2.1000046687520424,1.863,False,10.68254165532607,False,Medium
Road,Dtdc,light_truck,diesel,106,2200.0,1870.0,26.77,Low,18,3,BS-III,9.929,0.0399,5.1199,10.744,0.85,25.786,0.85,0.10135849056603774,0.24326415094339623,2.400037230081906,1.4872222222222222,False,13.976729480674864,False,Medium
Road,Dtdc,light_truck,diesel,79,2200.0,1562.0,31.08,Moderate,6,3,BS-VI,8.735,0.0399,5.1199,9.045,0.71,18.995,0.71,0.11449367088607595,0.24044303797468355,2.100055279159757,5.18,False,12.893096449256161,False,Medium
Road,Dtdc,light_truck,diesel,70,1500.0,1200.0,30.47,Moderate,12,2,BS-VI,7.394,0.0399,5.1199,9.502,0.8,19.954,0.8,0.13574285714285717,0.28505714285714284,2.099978951799621,2.5391666666666666,False,10.874938690286331,False,Medium
Road,Dtdc,light_truck,diesel,149,2000.0,1740.0,34.97,Moderate,18,5,BS-III,7.111,0.0399,5.1199,21.067,0.87,50.561,0.87,0.14138926174496644,0.3393355704697987,2.400009493520672,1.9427777777777777,False,10.01960828572576,False,Medium
Road,Dtdc,light_truck,diesel,69,2000.0,1560.0,34.55,Heavy,12,3,BS-IV,7.481,0.0399,5.1199,9.292,0.78,21.372,0.78,0.13466666666666666,0.30973913043478263,2.3000430477830394,2.8791666666666664,False,10.654265875773428,False,Medium
Road,Dtdc,light_truck,diesel,94,1800.0,360.0,25.05,Moderate,6,3,BS-IV,7.926,0.0399,5.1199,11.916,0.2,27.407,0.2,0.12676595744680852,0.29156382978723405,2.300016784155757,4.175,False,11.318333918730293,False,Medium
Road,Dtdc,light_truck,diesel,74,2200.0,440.0,28.65,Moderate,15,7,BS-IV,6.899,0.0399,5.1199,10.797,0.2,24.833,0.2,0.14590540540540542,0.33558108108108103,2.299990738168009,1.91,False,9.83366144341935,False,Medium
Road,Dtdc,light_truck,diesel,163,2000.0,400.0,29.66,Moderate,8,4,BS-VI,7.101,0.0399,5.1199,23.088,0.2,48.485,0.2,0.1416441717791411,0.2974539877300613,2.1000086625086625,3.7075,False,10.421809054118016,False,Medium
Road,Dtdc,light_truck,diesel,103,1800.0,1458.0,30.48,Heavy,11,3,BS-VI,8.877,0.0399,5.1199,11.712,0.81,24.595,0.81,0.11370873786407766,0.23878640776699028,2.099982923497268,2.770909090909091,False,12.982241964635845,False,Medium
Road,Dtdc,light_truck,diesel,154,1800.0,360.0,33.79,Low,7,8,BS-VI,9.243,0.0399,5.1199,16.759,0.2,35.194,0.2,0.10882467532467532,0.22853246753246756,2.1000059669431352,4.827142857142857,False,13.564838293721735,False,Medium
Road,Dtdc,light_truck,diesel,88,1800.0,360.0,31.31,Moderate,7,2,BS-III,9.768,0.0399,5.1199,9.11,0.2,21.864,0.2,0.10352272727272727,0.24845454545454546,2.4000000000000004,4.472857142857142,False,13.684595682400293,False,Medium
Road,Dtdc,light_truck,diesel,124,1800.0,990.0,29.21,Moderate,6,1,BS-VI,8.831,0.0399,5.1199,14.117,0.55,29.646,0.55,0.1138467741935484,0.23908064516129032,2.100021250974003,4.868333333333333,False,12.966424985521702,False,Medium
Road,Dtdc,light_truck,diesel,133,2200.0,1012.0,25.89,Moderate,8,3,BS-III,9.15,0.0399,5.1199,14.589,0.46,35.014,0.46,0.10969172932330827,0.26326315789473687,2.400027417917609,3.23625,False,12.914938212801793,False,Medium
Road,Dtdc,light_truck,diesel,80,2000.0,1040.0,30.89,Heavy,7,3,BS-III,6.51,0.0399,5.1199,12.33,0.52,29.592,0.52,0.154125,0.3699,2.4,4.412857142857143,False,9.191673425250066,False,High
Road,Dtdc,light_truck,diesel,158,1800.0,360.0,30.74,Heavy,19,5,BS-III,7.298,0.0399,5.1199,21.679,0.2,52.03,0.2,0.13720886075949365,0.3293037974683544,2.4000184510355647,1.6178947368421053,False,10.324868638547361,False,Medium
Road,Dtdc,light_truck,diesel,148,1800.0,972.0,35.07,Low,9,8,BS-IV,8.286,0.0399,5.1199,17.889,0.54,41.145,0.54,0.12087162162162161,0.2780067567567568,2.300016770082174,3.8966666666666665,False,11.870275415534369,False,Medium
Road,Dtdc,light_truck,diesel,146,1500.0,300.0,26.24,Moderate,10,5,BS-VI,6.356,0.0399,5.1199,23.048,0.2,48.401,0.2,0.15786301369863012,0.331513698630137,2.10000867754252,2.6239999999999997,False,9.351072641499307,False,Medium
Road,Dtdc,light_truck,diesel,161,2000.0,400.0,35.43,Moderate,6,4,BS-III,8.486,0.0399,5.1199,19.041,0.2,45.698,0.2,0.11826708074534162,0.2838385093167702,2.399978992699963,5.905,False,11.978568379900523,False,Medium
Road,Dtdc,light_truck,diesel,101,2000.0,400.0,37.01,Heavy,15,5,BS-VI,8.565,0.0399,5.1199,11.847,0.2,24.879,0.2,0.11729702970297029,0.24632673267326735,2.1000253228665486,2.4673333333333334,False,12.585013771032653,False,Medium
Road,Dtdc,light_truck,diesel,162,2000.0,400.0,36.45,Moderate,19,5,BS-VI,9.751,0.0399,5.1199,16.672,0.2,35.011,0.2,0.10291358024691358,0.2161172839506173,2.0999880038387717,1.918421052631579,False,14.344007786749335,False,Medium
Road,Dtdc,light_truck,diesel,149,1800.0,1620.0,32.83,Moderate,20,5,BS-IV,7.216,0.0399,5.1199,20.784,0.9,47.803,0.9,0.13948993288590603,0.3208255033557047,2.299990377213241,1.6415,False,10.285935322150763,False,Medium
Road,Dtdc,light_truck,diesel,153,2200.0,440.0,36.1,Moderate,18,5,BS-VI,7.627,0.0399,5.1199,20.146,0.2,42.307,0.2,0.1316732026143791,0.27651633986928104,2.100019855058076,2.0055555555555555,False,11.210982528278668,False,Medium
Road,Dtdc,light_truck,diesel,159,1800.0,1008.0,29.56,Moderate,6,6,BS-IV,6.845,0.0399,5.1199,23.249,0.56,53.473,0.56,0.1462201257861635,0.3363081761006289,2.3000129037808077,4.926666666666667,False,9.812467071253689,False,Medium
Road,Dtdc,light_truck,diesel,120,2200.0,1870.0,27.83,Moderate,12,4,BS-IV,8.559,0.0399,5.1199,14.102,0.85,32.435,0.85,0.11751666666666667,0.2702916666666667,2.3000283647709545,2.3191666666666664,False,12.209138392863096,False,Medium
Road,Dtdc,light_truck,diesel,106,1500.0,300.0,29.62,Heavy,16,3,BS-IV,6.407,0.0399,5.1199,16.604,0.2,38.189,0.2,0.15664150943396227,0.36027358490566036,2.2999879547097084,1.85125,False,9.159672240677397,False,High
Road,Dtdc,light_truck,diesel,165,1800.0,360.0,28.29,Low,17,4,BS-IV,8.483,0.0399,5.1199,19.491,0.2,44.829,0.2,0.11812727272727272,0.2716909090909091,2.299984608280745,1.6641176470588235,False,12.1460987389039,False,Medium
Road,Dtdc,light_truck,diesel,65,1500.0,300.0,25.15,Moderate,19,5,BS-IV,8.462,0.0399,5.1199,7.766,0.2,17.862,0.2,0.11947692307692308,0.2748,2.3000257532835433,1.3236842105263158,False,12.00882734091537,False,Medium
Road,Dtdc,light_truck,diesel,155,1500.0,300.0,37.76,Moderate,20,3,BS-VI,8.444,0.0399,5.1199,18.418,0.2,38.678,0.2,0.11882580645161289,0.24953548387096772,2.1000108589423387,1.888,False,12.423126406123963,False,Medium
Road,Dtdc,light_truck,diesel,73,2200.0,440.0,34.91,Heavy,6,6,BS-IV,8.339,0.0399,5.1199,8.824,0.2,20.295,0.2,0.12087671232876712,0.27801369863013703,2.299977334542158,5.8183333333333325,False,11.869837172780365,False,Medium
Road,Dtdc,light_truck,diesel,142,1800.0,1350.0,29.05,Moderate,17,8,BS-IV,8.764,0.0399,5.1199,16.303,0.75,37.497,0.75,0.11480985915492958,0.26406338028169013,2.300006133840397,1.7088235294117649,False,12.497022988648062,False,Medium
Road,Dtdc,light_truck,diesel,91,1800.0,864.0,33.13,Low,15,3,BS-IV,7.103,0.0399,5.1199,12.83,0.48,29.509,0.48,0.14098901098901098,0.3242747252747253,2.3,2.208666666666667,False,10.176556304856145,False,Medium
Road,Dtdc,light_truck,diesel,78,1800.0,1368.0,37.96,Low,10,1,BS-VI,8.198,0.0399,5.1199,9.551,0.76,20.057,0.76,0.12244871794871795,0.25714102564102564,2.0999895298921576,3.7960000000000003,False,12.055600704571386,False,Medium
Road,Dtdc,light_truck,diesel,169,1500.0,300.0,34.89,Moderate,19,6,BS-IV,7.391,0.0399,5.1199,22.983,0.2,52.861,0.2,0.1359940828402367,0.3127869822485207,2.3000043510420745,1.8363157894736843,False,10.55032510406747,False,Medium
Road,Dtdc,light_truck,diesel,160,1500.0,615.0,31.82,Heavy,11,2,BS-IV,7.938,0.0399,5.1199,20.28,0.41,46.644,0.41,0.12675,0.291525,2.3,2.8927272727272726,False,11.319783895034732,False,Medium
Road,Dtdc,light_truck,diesel,79,1500.0,300.0,34.64,Moderate,7,3,BS-III,6.508,0.0399,5.1199,12.142,0.2,29.141,0.2,0.15369620253164556,0.368873417721519,2.400016471750947,4.948571428571428,False,9.21729869490837,False,High
Road,Dtdc,light_truck,diesel,85,1800.0,846.0,35.82,Moderate,13,5,BS-IV,7.192,0.0399,5.1199,11.894,0.47,27.356,0.47,0.13992941176470589,0.32183529411764705,2.2999831847990584,2.7553846153846155,False,10.253639812396548,False,Medium
Road,Flipkart,light_truck,electric,59,1500.0,770.83,32.44,Moderate,20,5,Electric,7.6615,0.03623,2.1405,17.783,0.5139,1.7552,0.5138866666666667,0.301406779661017,0.029749152542372884,0.09870100657931732,1.6219999999999999,False,36.93217832052172,True,Low
Road,Flipkart,light_truck,electric,145,1000.0,430.35,36.67,Low,51,1,Electric,7.6615,0.03174,4.6315,17.783,0.4304,3.7978,0.43035,0.12264137931034484,0.026191724137931034,0.21356351571725804,0.7190196078431373,False,46.333853751909636,False,Low
Road,Flipkart,light_truck,electric,164,1200.0,902.2,46.26,Low,36,6,Electric,7.6615,0.03471,5.7192,17.783,0.7518,4.6897,0.7518333333333334,0.1084329268292683,0.028595731707317076,0.2637181577911488,1.285,False,44.19254491284056,False,Low
Road,Flipkart,light_truck,electric,185,1000.0,566.36,49.68,Low,49,2,Electric,7.6615,0.03996,7.3958,17.783,0.5664,6.0646,0.56636,0.09612432432432433,0.032781621621621626,0.3410335713884047,1.013877551020408,False,40.90809133444165,False,Low
Road,Flipkart,light_truck,electric,66,1000.0,479.08,37.16,Low,52,2,Electric,7.6615,0.03161,2.1017,17.783,0.4791,1.7234,0.47908,0.269439393939394,0.02611212121212121,0.09691278187032559,0.7146153846153845,False,42.00780062866513,True,Low
Road,Flipkart,light_truck,electric,89,1200.0,1014.04,40.52,Heavy,19,3,Electric,7.6615,0.0406,3.6463,17.783,0.845,2.99,0.8450333333333333,0.19980898876404496,0.03359550561797753,0.16813810943035484,2.1326315789473687,False,34.770666133545674,False,Low
Road,Flipkart,light_truck,electric,104,2000.0,930.86,40.08,Heavy,17,5,Electric,7.6615,0.04445,4.6366,17.783,0.4654,3.802,0.46543,0.17099038461538463,0.036557692307692305,0.21379969633920035,2.357647058823529,False,33.20230626493341,False,Low
Road,Flipkart,light_truck,electric,180,2000.0,1161.96,42.87,Low,18,3,Electric,7.6615,0.0409,7.364,17.783,0.581,6.0385,0.58098,0.09879444444444445,0.03354722222222222,0.33956587752347744,2.3816666666666664,False,39.930753987617116,False,Low
Road,Flipkart,light_truck,electric,113,1000.0,694.16,48.19,Low,20,2,Electric,7.6615,0.03821,4.3536,17.783,0.6942,3.57,0.69416,0.15737168141592922,0.0315929203539823,0.20075352865095875,2.4095,False,38.007044464302055,False,Low
Road,Flipkart,light_truck,electric,59,1500.0,1161.89,41.71,Heavy,35,3,Electric,7.6615,0.0468,2.801,17.783,0.7746,2.2968,0.7745933333333334,0.301406779661017,0.03892881355932204,0.12915706011359163,1.1917142857142857,False,29.005689022423326,True,Low
Road,Flipkart,light_truck,electric,129,1800.0,1266.0,38.6,Heavy,22,6,Electric,7.6615,0.04377,5.6717,17.783,0.7033,4.6508,0.7033333333333334,0.1378527131782946,0.036052713178294574,0.2615306753641118,1.7545454545454546,False,34.99128260126654,False,Low
Road,Flipkart,light_truck,electric,181,2000.0,1665.01,34.3,Moderate,29,3,Electric,7.6615,0.03762,6.834,17.783,0.8325,5.6039,0.832505,0.0982486187845304,0.030960773480662986,0.31512680650059044,1.182758620689655,False,42.477194806582354,False,Low
Road,Flipkart,light_truck,electric,118,1800.0,1507.98,36.25,Moderate,57,2,Electric,7.6615,0.03763,4.4411,17.783,0.8378,3.6417,0.8377666666666667,0.1507033898305085,0.03086186440677966,0.2047854692684024,0.6359649122807017,False,39.03800021244789,False,Low
Road,Flipkart,light_truck,electric,72,1800.0,792.5,46.64,Low,42,0,Electric,7.6615,0.03831,2.7928,17.783,0.4403,2.2901,0.44027777777777777,0.24698611111111113,0.03180694444444444,0.12878029578811223,1.1104761904761904,False,35.48848578522514,True,Low
Road,Flipkart,light_truck,electric,105,1200.0,880.59,41.73,Heavy,50,2,Electric,7.6615,0.0426,4.5113,17.783,0.7338,3.6993,0.7338250000000001,0.16936190476190477,0.03523142857142857,0.20802451779789685,0.8345999999999999,False,34.2882638252586,False,Low
Road,Flipkart,light_truck,electric,111,1800.0,1657.54,44.42,Moderate,53,2,Electric,7.6615,0.03756,4.1924,17.783,0.9209,3.4378,0.9208555555555555,0.16020720720720721,0.030971171171171173,0.19331946240791767,0.8381132075471699,False,38.53000765817641,False,Low
Road,Flipkart,light_truck,electric,136,1200.0,591.41,39.64,Low,37,6,Electric,7.6615,0.03871,5.2913,17.783,0.4928,4.3389,0.4928416666666666,0.1307573529411765,0.031903676470588234,0.2439914525108249,1.0713513513513513,False,38.992103422865746,False,Low
Road,Flipkart,light_truck,electric,67,1500.0,1116.69,46.14,Heavy,54,4,Electric,7.6615,0.04336,2.9151,17.783,0.7445,2.3904,0.74446,0.2654179104477612,0.03567761194029851,0.13442051397402013,0.8544444444444445,False,31.796425048635935,True,Low
Road,Flipkart,light_truck,electric,133,2000.0,1914.9,46.59,Moderate,16,1,Electric,7.6615,0.0364,4.8598,17.783,0.9575,3.985,0.95745,0.13370676691729325,0.029962406015037593,0.22409042343811503,2.911875,False,40.85420986631601,False,Low
Road,Flipkart,light_truck,electric,164,1500.0,915.92,33.63,Low,51,5,Electric,7.6615,0.03685,6.0567,17.783,0.6106,4.9665,0.6106133333333333,0.1084329268292683,0.030283536585365853,0.279283585446775,0.6594117647058824,False,42.24353327560074,False,Low
Road,Flipkart,light_truck,electric,71,1000.0,455.05,40.61,Moderate,41,3,Electric,7.6615,0.03692,2.6317,17.783,0.4551,2.158,0.45505,0.25046478873239436,0.0303943661971831,0.12135185289321261,0.9904878048780488,False,36.89341128610662,True,Low
Road,Flipkart,light_truck,electric,105,1500.0,1299.15,41.35,Low,18,1,Electric,7.6615,0.03344,3.5283,17.783,0.8661,2.8932,0.8661000000000001,0.16936190476190477,0.027554285714285715,0.16269470842939887,2.2972222222222225,False,42.19651057136972,False,Low
Road,Flipkart,light_truck,electric,142,1000.0,563.26,43.24,Moderate,53,3,Electric,7.6615,0.0379,5.4076,17.783,0.5633,4.4342,0.56326,0.12523239436619718,0.03122676056338028,0.24935050328965863,0.8158490566037736,False,40.00896925423561,False,Low
Road,Flipkart,light_truck,electric,82,2000.0,936.58,38.6,Moderate,58,5,Electric,7.6615,0.04042,3.3282,17.783,0.4683,2.7291,0.46829000000000004,0.2168658536585366,0.03328170731707317,0.1534667941292245,0.6655172413793103,False,34.6576809639062,False,Low
Road,Flipkart,light_truck,electric,129,1500.0,640.88,37.91,Heavy,18,0,Electric,7.6615,0.03596,4.6403,17.783,0.4273,3.805,0.4272533333333333,0.1378527131782946,0.029496124031007754,0.21396839678344487,2.106111111111111,False,41.156878629451874,False,Low
Road,Flipkart,light_truck,electric,191,1200.0,1030.2,35.79,Low,15,3,Electric,7.6615,0.04041,7.7506,17.783,0.8585,6.3555,0.8585,0.09310471204188482,0.03327486910994765,0.35739189113197994,2.386,False,40.7933052011971,False,Low
Road,Flipkart,light_truck,electric,76,1800.0,1295.19,34.6,Heavy,57,6,Electric,7.6615,0.0402,3.0693,17.783,0.7196,2.5168,0.71955,0.2339868421052632,0.03311578947368421,0.1415284260248552,0.6070175438596491,False,34.470820239148516,False,Low
Road,Flipkart,light_truck,electric,109,1000.0,661.73,39.2,Low,35,4,Electric,7.6615,0.03693,4.0461,17.783,0.6617,3.3178,0.66173,0.1631467889908257,0.030438532110091746,0.18657144463813755,1.12,False,38.98254489889595,False,Low
Road,Flipkart,light_truck,electric,110,1800.0,1032.68,38.1,Moderate,25,6,Electric,7.6615,0.0451,4.9908,17.783,0.5737,4.0925,0.5737111111111112,0.16166363636363637,0.037204545454545455,0.23013552269020976,1.524,False,33.06411911934589,False,Low
Road,Flipkart,light_truck,electric,119,1500.0,679.32,46.89,Low,42,4,Electric,7.6615,0.03622,4.3105,17.783,0.4529,3.5346,0.45288000000000006,0.14943697478991597,0.029702521008403364,0.19876286340887364,1.1164285714285715,False,40.35896020643239,False,Low
Road,Flipkart,light_truck,diesel,158,2000.0,1160.0,37.39,Heavy,14,2,BS-VI,1.23,0.0399,5.1199,17.308,0.58,36.347,0.58,0.10954430379746835,0.23004430379746837,2.100011555350127,2.670714285714286,False,13.475715347767906,False,Medium
Road,Flipkart,light_truck,diesel,141,1500.0,885.0,29.18,Moderate,12,8,BS-IV,8.942,0.0399,5.1199,15.786,0.59,36.308,0.59,0.11195744680851064,0.25750354609929077,2.3000126694539467,2.4316666666666666,False,12.815406698055703,False,Medium
Road,Flipkart,light_truck,diesel,81,1500.0,645.0,29.66,Moderate,8,5,BS-VI,8.656,0.0399,5.1199,9.435,0.43,19.814,0.43,0.11648148148148149,0.2446172839506173,2.100052994170641,3.7075,False,12.673074216605528,False,Medium
Road,Flipkart,light_truck,diesel,115,2000.0,400.0,33.1,Moderate,7,5,BS-III,6.969,0.0399,5.1199,16.559,0.2,39.742,0.2,0.1439913043478261,0.34558260869565216,2.40002415604807,4.728571428571429,False,9.838527953941124,False,High
Road,Flipkart,light_truck,diesel,103,1800.0,1422.0,37.59,Heavy,20,6,BS-III,7.738,0.0399,5.1199,13.341,0.79,32.018,0.79,0.1295242718446602,0.3108543689320388,2.3999700172400873,1.8795000000000002,False,10.937501148595445,False,Medium
Road,Flipkart,light_truck,diesel,103,1500.0,735.0,37.9,Moderate,12,3,BS-VI,7.214,0.0399,5.1199,14.329,0.49,30.091,0.49,0.13911650485436894,0.29214563106796115,2.100006978854072,3.158333333333333,False,10.61117007816189,False,Medium
Road,Flipkart,light_truck,diesel,128,1500.0,300.0,36.44,Low,20,3,BS-III,9.656,0.0399,5.1199,13.261,0.2,31.826,0.2,0.1036015625,0.248640625,2.3999698363622657,1.8219999999999998,False,13.674232987317602,False,Medium
